mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_keeptoptaxa__n,param_reduce_dim,param_selectfeatures__Zc,param_selectfeatures__abundance,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.440442943572998,0.16767240118750987,0.024224567413330077,0.002602574297601756,100,passthrough,,phylum,"{'keeptoptaxa__n': 100, 'reduce_dim': 'passthrough', 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'phylum'}",-71.12876080723314,-79.19319224901824,-81.48432791646525,-82.20455896443555,-78.83082841357376,-78.5683336701452,3.9378103801962085,4
2.4877726078033446,0.38840484363795097,0.025705766677856446,0.0029053045662033234,100,passthrough,,class,"{'keeptoptaxa__n': 100, 'reduce_dim': 'passthrough', 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'class'}",-72.07050775731427,-77.33638075443176,-71.7781419305545,-78.26342098516736,-71.41394639970443,-74.17247956543447,2.9835118854059184,2
2.5563268661499023,0.34199600600988805,0.02620840072631836,0.003000067434487099,100,passthrough,,order,"{'keeptoptaxa__n': 100, 'reduce_dim': 'passthrough', 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'order'}",-67.78639160784567,-78.41215935031616,-69.13823378304147,-75.71284200134053,-67.94299179259508,-71.79852370702778,4.406847783518863,1
2.7440738677978516,0.030404758639352637,0.03016519546508789,0.006843074179949844,100,passthrough,,family,"{'keeptoptaxa__n': 100, 'reduce_dim': 'passthrough', 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-70.44549660882535,-81.4267110678796,-73.76136007447622,-80.89337079606129,-71.13004423058155,-75.53139655556478,4.730260260411082,3
1.7203694820404052,0.37048035754884834,0.023188066482543946,0.0075960127877793444,100,passthrough,,genus,"{'keeptoptaxa__n': 100, 'reduce_dim': 'passthrough', 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'genus'}",-73.00303844255403,-85.76225128889425,-77.16548778495203,-80.48984180294414,-84.19158293542033,-80.12244045095295,4.646069836458917,5
