mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__l2_regularization,param_regressor__max_iter,param_regressor__min_samples_leaf,param_selectfeatures__Zc,param_selectfeatures__abundance,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
11.287871408462525,0.7195149861962392,0.06794896125793456,0.012214598090766953,0.0,100,10,phylum,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-73.30448346449879,-85.8120327457088,-81.29895976680355,-83.60760300804047,-81.45404992340157,-81.09542578169064,4.229095298466091,17
5.688963747024536,0.4113789681153165,0.06609363555908203,0.003198338649025121,0.0,100,20,phylum,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-70.22068327272542,-86.92423290806863,-79.02362813268891,-82.8942155838017,-77.96585152445685,-79.4057222843483,5.5728224965502635,3
3.3854605197906493,0.332394376463867,0.05884852409362793,0.00907402384620373,0.0,100,40,phylum,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-75.81457016991519,-88.16904722897392,-82.48662705409228,-84.02314918386088,-83.33764067905143,-82.76620686317874,3.9874940051738643,27
21.64905962944031,2.365807425219745,0.08371195793151856,0.014510147480362693,0.0,200,10,phylum,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-74.8427690143821,-91.0067667929387,-79.56844329430669,-81.93160712785584,-80.3234819023752,-81.53461362637171,5.291365411492644,23
11.963333940505981,0.30312280228848065,0.08285489082336425,0.011344619509087916,0.0,200,20,phylum,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-69.73451108887743,-85.35393024031444,-81.8592528789566,-81.16658735429324,-80.78693161554445,-79.78024263559723,5.277127510249045,5
6.114126205444336,0.6521595049345611,0.07709226608276368,0.012566798699889175,0.0,200,40,phylum,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-76.68029396759353,-87.75299509108021,-78.52811684562899,-83.43277154092084,-79.92835961218245,-81.26450741148119,3.9265755786155228,20
43.90306453704834,4.437921755261322,0.13366246223449707,0.011449755356000773,0.0,400,10,phylum,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-74.78894662062595,-87.58882537120563,-78.71819945796594,-81.4318796968227,-81.36183829228064,-80.77793788778018,4.177733995389709,13
22.892170333862303,2.272964261796023,0.1264345169067383,0.007888634364943898,0.0,400,20,phylum,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-70.2413388349917,-87.70797576897749,-81.46056031781443,-79.5992859523928,-77.6973517714223,-79.34130252911974,5.65810822541176,2
12.196092319488525,0.5871283387098446,0.101873779296875,0.013454585679055962,0.0,400,40,phylum,family,"{'regressor__l2_regularization': 0, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-72.97092381074071,-87.61399043363444,-81.0423026320099,-81.21683899068131,-81.02081335704426,-80.77297384482213,4.647633190987649,12
11.573275899887085,0.649568672343553,0.07063522338867187,0.0034320626984866097,0.01,100,10,phylum,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-76.86254026435681,-86.9062199052119,-79.80063443509238,-80.410333089915,-80.23833684618678,-80.84361290815256,3.293813522448393,15
6.080947208404541,0.47110197659377884,0.06612262725830079,0.008898069197925207,0.01,100,20,phylum,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-70.8111764282542,-87.17943944601382,-80.44642825694467,-79.87457550038125,-79.33568393448293,-79.52946071321537,5.206306533776489,4
3.5265481948852537,0.4355269305517318,0.060642242431640625,0.010394487261848825,0.01,100,40,phylum,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-74.98071655286613,-87.86565388261631,-81.38044256411341,-83.82524349353614,-83.00150009311223,-82.21071131724884,4.199347733859102,25
22.005074310302735,2.244153138193161,0.08696646690368652,0.012405046249736582,0.01,200,10,phylum,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-75.08662653736505,-89.25206330219244,-80.96094409216741,-82.75612694912026,-79.96213273384166,-81.60357872293737,4.591419688192292,24
11.420907354354858,1.5348726259998882,0.08050003051757812,0.010989119782883134,0.01,200,20,phylum,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-73.33314217489671,-85.96009230885589,-82.46574405439195,-82.87335518784936,-79.38363792414799,-80.80319433002839,4.276916036518232,14
6.5616849899292,0.14100202113865895,0.07793774604797363,0.004282337303754014,0.01,200,40,phylum,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-72.82122009245137,-87.58926256221469,-81.80597045559774,-82.16470938147577,-79.27471737856071,-80.73117597406005,4.794418140874802,11
45.62691140174866,3.261262748567058,0.1475452423095703,0.02019292808839064,0.01,400,10,phylum,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-71.64121694455613,-86.60849180070467,-82.54337966187535,-81.91924247687285,-83.0353825505673,-81.14954268691527,5.025932652165511,18
22.965223932266234,1.719651355045453,0.12276649475097656,0.006814284423945153,0.01,400,20,phylum,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-70.41951810491676,-86.32473062615242,-79.75200917580834,-78.49263990106076,-76.12748946476242,-78.22327745454015,5.163992788143001,1
11.39352855682373,1.126493403291656,0.10347771644592285,0.015771116079908498,0.01,400,40,phylum,family,"{'regressor__l2_regularization': 0.01, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-70.95874094253077,-91.7523355724419,-79.16306488877117,-81.81937594155208,-79.16360290979067,-80.57142405101732,6.677413852843991,10
11.321939992904664,0.8556857821121255,0.0687990665435791,0.004133126239968812,0.1,100,10,phylum,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-74.74762494646622,-89.28992789219373,-81.30136059204989,-80.34162348807193,-80.14681900733254,-81.16547118522287,4.6675558988891845,19
6.240287017822266,0.30317080358059634,0.06525325775146484,0.0013271103543388214,0.1,100,20,phylum,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-69.68622833803003,-87.69638111600217,-82.7495008461895,-80.9292530307444,-80.35468805517422,-80.28321027722806,5.895018194835353,8
3.288137340545654,0.5937307020970198,0.05560002326965332,0.009144310567315411,0.1,100,40,phylum,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 100, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-73.28232647862792,-89.68689807252059,-80.24703660890971,-87.00170929297458,-82.18102584451798,-82.47979925951014,5.693117666335988,26
22.746208000183106,1.329762879185058,0.10204572677612304,0.00708665419286336,0.1,200,10,phylum,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-73.53122801417416,-88.81631207253221,-78.92210623155928,-79.73430650871221,-80.39284265198114,-80.2793590957918,4.9105790982214295,7
11.606110191345214,0.5359404647263549,0.0819122314453125,0.009747898735616479,0.1,200,20,phylum,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-70.30181274232287,-86.75344262509387,-81.74953917726496,-82.3423719099079,-79.43581553323342,-80.11659639756462,5.449068679791655,6
6.515025043487549,0.21131576281511874,0.0775613784790039,0.009010559829388816,0.1,200,40,phylum,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 200, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-73.47396840591075,-88.91969007019152,-81.31127014158236,-81.07262213326041,-80.66686391473402,-81.0888829331358,4.889504764507176,16
45.601242256164554,3.058484236211261,0.1336421012878418,0.011268300211726076,0.1,400,10,phylum,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 10, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-75.76533721382233,-85.95270291937295,-81.57707073720164,-81.31124387543237,-82.50180265506957,-81.42163148017978,3.278029583993054,21
21.517137622833253,2.960947563529516,0.1177680492401123,0.02746546669945973,0.1,400,20,phylum,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 20, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-71.15754662858716,-88.48157834188825,-82.71552648670688,-81.61128898797779,-78.18623320459243,-80.4304347299505,5.700173134254232,9
9.500503873825073,1.7042096885147062,0.08585195541381836,0.019438421044192942,0.1,400,40,phylum,family,"{'regressor__l2_regularization': 0.1, 'regressor__max_iter': 400, 'regressor__min_samples_leaf': 40, 'selectfeatures__Zc': 'phylum', 'selectfeatures__abundance': 'family'}",-73.14366556186154,-88.51672710739417,-82.57464233686316,-81.4619332741191,-81.67535596563667,-81.47446484917494,4.9040101807501,22
