mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_keeptoptaxa__n,param_reduce_dim__n_components,param_selectfeatures__Zc,param_selectfeatures__abundance,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
40.93745646476746,1.369048362345001,0.042463827133178714,0.0060120524054697415,500,150,,phylum,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': 150, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'phylum'}",-100.42487877237853,-101.26716777493604,-103.93777186700767,-105.9708199488491,-101.98852097186702,-102.71783186700767,1.9982061779590492,5
41.321704387664795,1.543398839000761,0.047268342971801755,0.008230050216939828,500,150,,class,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': 150, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'class'}",-91.52394705882352,-97.90229769820972,-98.24767928388748,-96.34559820971866,-97.04229181585677,-96.21236281329922,2.4366439689723425,4
43.02445797920227,0.953585748274205,0.049445486068725585,0.0017530059371899593,500,150,,order,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': 150, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'order'}",-84.35398132992327,-94.72651406649615,-88.43579386189256,-87.00893708439898,-84.48436061381075,-87.80191739130434,3.7914404206435375,3
43.38758215904236,2.8483372118140213,0.04616670608520508,0.004313883901160639,500,150,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': 150, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-74.69817237851662,-90.90782301790281,-85.02788925831202,-87.8760800511509,-79.57355677749361,-83.61670429667518,5.816895915484112,1
36.03419389724731,4.984331416965652,0.03436150550842285,0.007406386544381019,500,150,,genus,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': 150, 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'genus'}",-78.21598439897699,-92.96456854219947,-85.56267647058824,-84.93692890025577,-80.39869795396417,-84.41577125319694,5.084155129190921,2
