mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_keeptoptaxa__n,param_selectfeatures__Zc,param_selectfeatures__abundance,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.245051717758179,0.23817191757923362,0.026781606674194335,0.0013486845391141257,50,order,order,"{'keeptoptaxa__n': 50, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-76.0061848565566,-81.36270811748282,-76.13155380138636,-78.04049902796926,-69.81115978350597,-76.27042111738021,3.7649893655424203,46
3.574953889846802,0.3770983933730283,0.025430822372436525,0.004573394241463655,60,order,order,"{'keeptoptaxa__n': 60, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-76.88649436806325,-81.74600445697385,-73.1599223632205,-77.59923271352564,-70.8132947154335,-76.04098972344335,3.776758839558784,45
3.8462305068969727,0.6228460302051865,0.02837710380554199,0.004342014356037789,70,order,order,"{'keeptoptaxa__n': 70, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-74.30572910933786,-80.05681339530132,-74.66625307366843,-76.72857601465162,-70.6082562015855,-75.27312555890894,3.100553549611742,44
4.902930498123169,0.352165674301398,0.031218338012695312,0.004797622771982388,80,order,order,"{'keeptoptaxa__n': 80, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-71.16010310609109,-79.31442065355628,-75.62756474301825,-78.59220247677628,-71.1117146175709,-75.16120111940255,3.511285351071604,43
5.385710716247559,0.6690708377834224,0.032976722717285155,0.004074166746912159,90,order,order,"{'keeptoptaxa__n': 90, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-72.53784677817855,-79.10225673293334,-71.84394250786772,-77.85935600647001,-69.27792933535925,-74.12426627216178,3.739916291490444,41
6.140897798538208,0.3461055061047865,0.03758072853088379,0.0011118226850004725,100,order,order,"{'keeptoptaxa__n': 100, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-71.9034144520746,-77.6980509611587,-72.94967943145745,-74.0709831369384,-67.92143390688165,-72.90871237770217,3.1677716505150855,28
6.735908269882202,0.4485953690938223,0.03722367286682129,0.0047441059301871185,110,order,order,"{'keeptoptaxa__n': 110, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-71.63672180334477,-77.57143192640591,-72.3330123512569,-80.05958304820479,-69.26355388594877,-74.17286060303222,4.003051891489742,42
7.578738212585449,0.45062538149518067,0.03758120536804199,0.00510052167878828,120,order,order,"{'keeptoptaxa__n': 120, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-69.38341123738454,-77.12084952004831,-72.57796722681552,-78.0638706060438,-67.70395465960912,-72.97001064998025,4.096965014814209,30
7.892555999755859,0.9676486014949504,0.040970897674560545,0.005801726930706824,130,order,order,"{'keeptoptaxa__n': 130, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-69.3069366993506,-76.82286710775686,-73.49335863245338,-78.18572299326664,-67.82303621646788,-73.12638432985906,4.052388041417476,34
8.614429140090943,0.8990333766334135,0.03835973739624023,0.006992263841330383,140,order,order,"{'keeptoptaxa__n': 140, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-70.71880191761252,-75.63736783090661,-72.00457513784498,-77.63092668043264,-67.15546732548341,-72.62942777845603,3.689657698728172,20
9.319226121902465,1.0546895510099645,0.05053057670593262,0.005677307954268112,150,order,order,"{'keeptoptaxa__n': 150, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-68.95450046601226,-76.30450934218135,-72.77131355951303,-75.0538269428283,-67.87377469930443,-72.19158500196787,3.3035394006878063,2
10.722286653518676,0.1623098670731859,0.04898924827575683,0.0022932609437757755,160,order,order,"{'keeptoptaxa__n': 160, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-67.593978450739,-76.82378703561447,-74.1539841520245,-75.65990411045244,-67.41849891812608,-72.3300305333913,4.028946375437459,6
10.822094440460205,0.8192878699899454,0.04995837211608887,0.001966834484327806,170,order,order,"{'keeptoptaxa__n': 170, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-71.3938123483991,-76.79927858460644,-74.63049333507576,-75.97259895938923,-66.27858543797122,-73.01495373308835,3.838893206867806,32
11.377660512924194,1.0775063258683304,0.04754328727722168,0.007445500301957272,180,order,order,"{'keeptoptaxa__n': 180, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-70.15735350606889,-76.85038779693933,-73.60914634390632,-73.85019562346908,-68.12319146462613,-72.51805494700196,3.053585546955824,14
