mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_keeptoptaxa__n,param_selectfeatures__Zc,param_selectfeatures__abundance,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
12.0073570728302,1.351445223852499,0.04849586486816406,0.007596195196381961,190,order,order,"{'keeptoptaxa__n': 190, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-71.9462147547032,-76.32309979975687,-73.32515375008208,-78.13363689891122,-66.95017659726287,-73.33565636014325,3.8639473505001973,37
12.81392970085144,1.529758826364802,0.05265421867370605,0.008299482379878594,200,order,order,"{'keeptoptaxa__n': 200, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-70.61180587186718,-76.66091826718362,-74.2077694467858,-75.19220654308236,-68.53432514335788,-73.04140505445537,3.0101146273636363,33
13.64183177947998,1.3344097159910515,0.05243706703186035,0.008560624126804221,210,order,order,"{'keeptoptaxa__n': 210, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-70.36063887880726,-75.06229031858824,-73.34623288027647,-77.35083076885721,-67.09281368522102,-72.64256130635003,3.5923505433558915,21
14.654438591003418,1.147866294234187,0.05754909515380859,0.0016602835829350204,220,order,order,"{'keeptoptaxa__n': 220, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-71.89053984103707,-74.91955920365159,-75.10564069410512,-77.28487786209277,-67.88127928621407,-73.41637937742011,3.257113851937359,39
14.906516599655152,1.0984574785330845,0.05558156967163086,0.00896392196325321,230,order,order,"{'keeptoptaxa__n': 230, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-72.88632098271009,-75.82331639823559,-74.48305538082082,-76.85240517054561,-67.65515347460068,-73.54005028138256,3.2290441344804313,40
16.286347579956054,0.62111038600898,0.059807872772216795,0.0013538633860675654,240,order,order,"{'keeptoptaxa__n': 240, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-70.74746386581573,-76.64177433973023,-73.86706173254055,-77.10860372839876,-66.59368523258217,-72.99171777981348,3.9245225428261064,31
16.157090997695924,1.649297651471204,0.0579735279083252,0.008376903384519165,250,order,order,"{'keeptoptaxa__n': 250, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-69.61480929580385,-76.81132233789735,-74.04036104067436,-76.04096409292691,-66.19063346987333,-72.53961804743516,4.040376779631508,15
17.623349380493163,1.299970973753711,0.06064209938049316,0.005258073176274425,260,order,order,"{'keeptoptaxa__n': 260, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-68.53371079134574,-76.9624352092505,-74.22573174588229,-76.85123120827316,-66.30240742304075,-72.57510327555848,4.380367391213308,17
19.702414417266844,1.0109591513961405,0.07155327796936035,0.013106034873067716,270,order,order,"{'keeptoptaxa__n': 270, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-69.79428800896646,-74.88748748377871,-73.53868777581815,-76.76569349235558,-67.58884674994684,-72.51500070217314,3.3589965248615776,13
20.59203658103943,0.9120711673899552,0.06615252494812011,0.0062465081419632,280,order,order,"{'keeptoptaxa__n': 280, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-70.09943553754455,-75.56141412296547,-71.64853808098584,-76.33792919983948,-68.52228907940889,-72.43392120414885,3.045981163588912,9
20.45652542114258,0.2417133548119689,0.07112770080566407,0.004397440425379173,290,order,order,"{'keeptoptaxa__n': 290, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-69.74835775210644,-77.4939483856789,-73.02902314487785,-75.04297892615702,-65.68899550405841,-72.20066074257572,4.127939561923666,4
19.53800525665283,1.1131959894286696,0.06493511199951171,0.009160648555707172,300,order,order,"{'keeptoptaxa__n': 300, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-70.5765889465738,-75.33728426535531,-74.97286657886345,-74.41838398415284,-66.86140007259627,-72.43330476950834,3.265471671377796,8
21.541758680343627,1.4277852197216003,0.07083964347839355,0.0027067680080833686,310,order,order,"{'keeptoptaxa__n': 310, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-71.05732072183616,-75.42876957078033,-73.97332632689245,-73.84213222029547,-68.13285263952805,-72.48688029586648,2.5962334061303545,11
22.64860258102417,0.5138842880182344,0.07894964218139648,0.007597494841081301,320,order,order,"{'keeptoptaxa__n': 320, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-69.96556529250803,-74.83861011202457,-73.04459533688677,-74.36809671457411,-70.25550230673043,-72.49447395254478,2.03550697211554,12
23.81330108642578,0.6040761006436541,0.09520139694213867,0.016650076428347906,330,order,order,"{'keeptoptaxa__n': 330, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-71.47559493183105,-73.57392413485833,-73.15436919455678,-74.83771425753194,-68.2607621311859,-72.2604729299928,2.2706870064291467,5
24.5522451877594,0.912839868048245,0.09062433242797852,0.020230170872875968,340,order,order,"{'keeptoptaxa__n': 340, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-70.42862496703958,-73.40421520867952,-72.45286535323675,-73.42535532700987,-67.26844373266306,-71.39590091772575,2.3341255702231796,1
25.998912954330443,0.722345465348792,0.07662367820739746,0.00256662997487149,350,order,order,"{'keeptoptaxa__n': 350, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-71.24582358125105,-76.08592824428726,-73.73556016733593,-74.61242577227037,-65.99693865893472,-72.33533528481587,3.5376553222864064,7
25.091189479827882,0.8713335250835251,0.0669008731842041,0.012023820709261694,360,order,order,"{'keeptoptaxa__n': 360, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-70.82063054822349,-74.85045949177437,-74.71720531695104,-73.80699724089713,-68.16589869182488,-72.4722382579342,2.598067103104679,10
25.23067150115967,1.2946032491879742,0.07728853225708007,0.0028617612585473827,370,order,order,"{'keeptoptaxa__n': 370, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-72.38869214687043,-75.28298758073451,-74.44202387698564,-74.06577155772882,-67.40464528015215,-72.7168240884943,2.8180873981047694,24
27.23487482070923,1.496533782234287,0.0955111026763916,0.010739471977455216,380,order,order,"{'keeptoptaxa__n': 380, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-72.2655488883844,-73.09210105689289,-74.85792806062783,-74.88231062728909,-68.21745627915472,-72.66306898246978,2.443276607551212,22
31.602437925338744,0.462697849497381,0.08969588279724121,0.016911966332340777,390,order,order,"{'keeptoptaxa__n': 390, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-71.05650361181374,-72.85132685856576,-74.67213001152186,-74.53556047273959,-67.86696026165028,-72.19649624325824,2.5327160194043117,3
30.5672728061676,1.61481723595258,0.08890514373779297,0.010899710229840234,400,order,order,"{'keeptoptaxa__n': 400, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-70.59287377942069,-76.04938966663299,-75.78511533433527,-75.86556110542314,-67.54259036924293,-73.167106051011,3.484394913659743,35
29.892009115219118,0.6941450775901256,0.08027772903442383,0.008785732149459963,410,order,order,"{'keeptoptaxa__n': 410, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-70.7431104635351,-74.9822510745163,-75.04920965118143,-76.52075527879573,-69.5013745492596,-73.35934020345763,2.728098266754793,38
29.613930416107177,0.7417181606274418,0.08679628372192383,0.003360071696659446,420,order,order,"{'keeptoptaxa__n': 420, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-72.18919187033406,-74.9844193760453,-73.36128977374517,-75.33151798076015,-68.69226992575439,-72.9117377853278,2.3949707212508065,29
31.43642930984497,0.5993300773854338,0.09806289672851562,0.022166521264377324,430,order,order,"{'keeptoptaxa__n': 430, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-69.44183976790671,-74.47161747474125,-74.7428974856973,-76.79844566211857,-68.90165226701322,-72.87129053149542,3.1306761834145513,25
32.27223138809204,0.7365453898064579,0.08850021362304687,0.0042528966424855595,440,order,order,"{'keeptoptaxa__n': 440, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-69.31234587217574,-73.61456362726243,-72.78263193959219,-77.38196362642404,-69.65066109773544,-72.54843323263796,2.9469931751090237,16
31.04657850265503,1.571166965596613,0.09120793342590332,0.006135455199194445,450,order,order,"{'keeptoptaxa__n': 450, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-69.59938611161493,-74.64401129146056,-74.03985150900536,-76.10652209679844,-70.01331352794494,-72.88061690736484,2.601836009871719,26
34.52476096153259,0.8715947452468727,0.0947190284729004,0.003914000288428186,460,order,order,"{'keeptoptaxa__n': 460, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-69.60274189905631,-74.31067867855143,-73.69756380322309,-76.33083628307898,-69.11069182549868,-72.6105024978817,2.8003029608433483,18
33.63901190757751,1.1994170656271208,0.08107557296752929,0.017695998936199643,470,order,order,"{'keeptoptaxa__n': 470, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-69.3044960205924,-73.84484899645045,-73.63463364767567,-76.44436416123645,-69.84716943189648,-72.6151024515703,2.677182616401988,19
33.204099893569946,1.1189569041866823,0.11396346092224122,0.041369302213544304,480,order,order,"{'keeptoptaxa__n': 480, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-69.2921122275165,-74.43509483140825,-73.9859453017467,-77.32815318894735,-69.43095569517826,-72.89445224895942,3.1046836452215474,27
34.31282744407654,0.7212788957866275,0.0869368076324463,0.010588132385992542,490,order,order,"{'keeptoptaxa__n': 490, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-68.90137402189076,-74.64938173441232,-73.52618964955046,-76.94801166006874,-69.40266343272715,-72.68552409972989,3.0928699147737397,23
24.597244119644166,5.926903680184965,0.050523805618286136,0.01844902739082409,500,order,order,"{'keeptoptaxa__n': 500, 'selectfeatures__Zc': 'order', 'selectfeatures__abundance': 'order'}",-71.43823076409575,-75.15411788266037,-73.79516787931445,-76.55947995201915,-69.2275584278751,-73.23491098119295,2.6205700163668526,36
