mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_keeptoptaxa__n,param_reduce_dim__n_components,param_selectfeatures__Zc,param_selectfeatures__abundance,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
6.553186464309692,0.7975482188393657,0.08170266151428222,0.012195177905323325,500,150,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(150), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-71.07109194613899,-84.09831233480453,-78.55837627524355,-80.53888686403678,-74.155623616301,-77.68445820730497,4.609518573336679,1
7.2746187210083,0.04546882267137047,0.08201026916503906,0.006382652053054845,500,155,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(155), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-71.64862884418737,-83.58386935924558,-79.86620312789412,-83.77189033694792,-77.39132724308861,-79.25238378227272,4.490993244057096,33
7.067673873901367,0.8280915197627288,0.07907252311706543,0.011401565152454156,500,160,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(160), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-71.09047680060301,-83.78042894154444,-80.69209546537327,-81.45076665108523,-75.8450827579692,-78.57177012331502,4.5457474856529,17
7.18937315940857,0.895293907227866,0.08037595748901367,0.01029958725196346,500,165,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(165), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-71.2381912592593,-83.48720893938213,-80.55613739422905,-79.18774538413918,-74.92487325664769,-77.87883124673147,4.3164590122078055,5
7.665312194824219,0.7098601803209419,0.09697966575622559,0.009499416129694389,500,170,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(170), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-72.05957918603244,-86.12058358754688,-81.2984068792342,-82.42269003149444,-76.929859285432,-79.76622379394799,4.8418926258736965,39
8.035536670684815,0.45713633799820197,0.0831486701965332,0.00734424110171452,500,175,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(175), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-71.25660249563747,-84.9698928192247,-78.93063227522462,-84.97816331716565,-74.4286661004239,-78.91279140153526,5.517284488491178,30
7.972585248947143,0.9745622205861438,0.08699846267700195,0.011259377652052992,500,180,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(180), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-72.2306966129939,-86.2723462860204,-77.57694350404978,-82.29473514405859,-74.00305495076009,-78.47555529957656,5.19971358663917,15
8.427258443832397,0.6119846673129692,0.09470000267028808,0.002799171409456744,500,185,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(185), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-71.89925111617787,-85.30478825829655,-82.29092295764531,-79.08675537369945,-76.43281828793195,-79.00290719875022,4.638945349642132,31
8.341941595077515,0.949781096288389,0.08765230178833008,0.010481054414363625,500,190,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(190), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-71.64798479550524,-79.95125355106616,-80.599041698563,-81.53587309166619,-75.67282466543772,-77.88139556044766,3.708323443884221,6
8.648487997055053,0.9092770345790594,0.08796586990356445,0.013066353404840508,500,195,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(195), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-74.64132155161845,-84.03109906311028,-80.97284135714051,-81.79268703136053,-74.79405919665237,-79.24640163997643,3.831125387536601,32
9.011175155639648,0.8041261331161412,0.09408011436462402,0.010018466441521507,500,200,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(200), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-75.06692703392648,-83.57735651821739,-80.25405778841042,-79.69492475547807,-73.55872320142919,-78.43039785949232,3.6458770470240753,14
9.450121736526489,0.6100910013972778,0.10232486724853515,0.011518382572298853,500,205,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(205), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-70.17665071376649,-84.39413444819034,-79.78557839433579,-83.050358302982,-76.49918277184635,-78.7811809262242,5.098733033638909,23
10.316865873336791,0.3030645873568329,0.10302338600158692,0.02900206806398159,500,210,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(210), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-72.60865495577919,-82.78538418891014,-82.32557966200791,-81.37460706924531,-72.71761636146265,-78.36236844748103,4.675727493161475,12
11.810842370986938,0.9069050709994557,0.11574640274047851,0.029175119339798498,500,215,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(215), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-72.50080267138031,-83.32180656435715,-79.37783153301635,-82.76342273364142,-74.9539663802819,-78.58356597653543,4.259741466518433,18
12.630292415618896,0.26675343777803534,0.11052594184875489,0.011076550701663374,500,220,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(220), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-71.07222315540169,-85.56324461464258,-82.19806208818592,-79.69757182167244,-77.92324336343835,-79.2908690086682,4.845129804020302,34
12.23100996017456,0.3763450223976866,0.15254697799682618,0.020533865701324327,500,225,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(225), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-71.39100312497791,-84.40191085204272,-79.99607990840238,-83.48066027614182,-77.225169920932,-79.29896481649936,4.70848357740946,35
12.974152326583862,0.3324836515181325,0.10400819778442383,0.004376663274329354,500,230,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(230), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-74.94721272615638,-85.6153982570083,-80.41910152703264,-84.73292856436998,-76.02433088593905,-80.34779439210128,4.355244101391584,41
12.14779372215271,0.527684719350336,0.10763769149780274,0.018380872040577305,500,235,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(235), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-71.79191155435497,-84.15883397950356,-80.586765475926,-82.03171684786014,-75.98647282067563,-78.91114013566407,4.456929536633695,29
11.88073501586914,0.43721248509145233,0.0948404312133789,0.019119174179237013,500,240,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(240), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-74.16187099690764,-84.9998506834367,-81.84584928689783,-81.07792305238688,-75.21384082866591,-79.45986696965899,4.125528716934052,36
12.449348163604736,0.5736588355327116,0.13083810806274415,0.04056777243190592,500,245,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(245), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-72.59489417646292,-84.12926331631122,-79.89679500288206,-85.64286048821968,-77.98392192703906,-80.04954698218299,4.6430858237429575,40
10.005958986282348,1.5141477902377594,0.06574769020080566,0.015251209814058152,500,250,family,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(250), 'selectfeatures__Zc': 'family', 'selectfeatures__abundance': 'family'}",-72.75692941422054,-86.08860135441742,-81.05769101761653,-80.08203578165619,-74.1467111836487,-78.82639375031188,4.858658455641927,24
