mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_keeptoptaxa__n,param_reduce_dim__n_components,param_selectfeatures__Zc,param_selectfeatures__abundance,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
8.285118293762206,0.15250626552571755,0.061315393447875975,0.010585592791815783,500,180,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(180), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-67.94281296046051,-83.33878605802373,-80.50934943595055,-85.33373470798387,-76.78059060199448,-78.78105475288264,6.134604693464177,24
8.481341409683228,0.07863366757953559,0.07477011680603027,0.0188834329230473,500,185,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(185), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-68.9132298820096,-82.03988227875467,-79.1478576868955,-82.65314232574904,-75.4946904654901,-77.64976052777979,5.050199762398362,4
8.791991710662842,0.2612977809976077,0.06260828971862793,0.0015409531636283815,500,190,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(190), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-67.67920195745447,-85.54980855144744,-79.9870376024757,-82.04168367888481,-75.55959773508512,-78.1634659050695,6.158310880368699,13
9.077397727966309,0.19850684139105926,0.06676716804504394,0.004150743305709289,500,195,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(195), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-68.49171056886692,-82.54826543301199,-79.45016276780332,-80.2269854520208,-76.72877242905625,-77.48917933015187,4.8676083113860145,2
9.272894096374511,0.28517393205127856,0.06337490081787109,0.007879474131500527,500,200,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(200), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-67.41664157234281,-84.17191530665615,-77.52089250159604,-84.47372443367625,-78.2964907032763,-78.37593290350951,6.190637207855529,17
8.864680337905884,0.598185887102595,0.06502108573913574,0.004281459230752242,500,205,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(205), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-71.55549068868098,-84.67163684834318,-80.99124875797197,-81.53291149972546,-76.97163145295019,-79.14458384953436,4.516163243778868,27
8.453496932983398,0.5946789879723551,0.0634317398071289,0.009989740965758673,500,210,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(210), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-69.94875196032459,-84.53165186267462,-81.12426002882434,-81.77983766824431,-77.77981961278135,-79.03286422656984,5.024891669037717,26
9.091553974151612,0.20345665052518405,0.06768631935119629,0.006170256401302519,500,215,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(215), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-69.40527282689897,-87.03012769068789,-78.05615675601437,-82.4863572412545,-75.7003462799868,-78.53565215896852,5.989939686215625,18
8.762657022476196,0.7503247018282155,0.062480592727661134,0.010391929594039633,500,220,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(220), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-69.46482993956658,-85.108870799044,-81.08721648166635,-85.06953774363389,-78.42005647137749,-79.83010228705766,5.767573442012396,39
9.310507822036744,0.6450452030644905,0.06649622917175294,0.006797692981067185,500,225,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(225), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-71.88789229488866,-83.8919758978717,-79.35557901585157,-82.9430540828776,-77.65802164038192,-79.1473045863743,4.28672436350466,28
9.510372114181518,0.5825964026075177,0.06392393112182618,0.007114475881464395,500,230,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(230), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-67.95482418368016,-85.37011693898485,-80.23247136627357,-83.62245290881101,-76.37544934179128,-78.71106294790818,6.195662970978397,23
9.292592239379882,0.9526150834958108,0.06712994575500489,0.002897107030373623,500,235,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(235), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-69.54684048016782,-84.31019457477325,-80.52944015692094,-86.049562900496,-77.00656633020868,-79.48852088851334,5.871565891894349,35
9.901680946350098,0.5973571264921067,0.06487946510314942,0.008080651978930476,500,240,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(240), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-69.09585723482026,-86.80105802842547,-80.80486157877745,-83.91957858012933,-75.55920780338812,-79.23611264510812,6.292354631374545,30
10.265677213668823,0.13864812405747984,0.06856393814086914,0.013105410434593701,500,245,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(245), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-69.75410057768303,-85.07929557751994,-82.40658050752432,-87.17218386581017,-72.51666789173619,-79.38576568405473,6.95878423502814,32
7.134614706039429,0.8971093420021815,0.040578365325927734,0.01222712508342528,500,250,,family,"{'keeptoptaxa__n': 500, 'reduce_dim__n_components': np.int64(250), 'selectfeatures__Zc': None, 'selectfeatures__abundance': 'family'}",-67.84548472333962,-83.68045544218833,-84.94929196258897,-85.78258319310606,-74.94453124972604,-79.44046931418981,6.974297735712537,33
